
					I Chronicles 1				|
And to the rest of the sons of Kohath there were given by the Lord's decision ten towns out of the families of the tribe of Ephraim and out of the tribe of Dan and out of the half-tribe of Manasseh.|Con cháu Kê-hát còn lại bắt thăm mà được mười thành trong nửa chi phái Mê-na-se.
And to the sons of Gershom, by their families, out of the tribe of Issachar, and out of the tribe of Asher, and out of the tribe of Naphtali, and out of the tribe of Manasseh in Bashan, thirteen towns.|Con cháu Ghẹt-sôn, tùy theo họ hàng, đều được mười ba thành bởi trong chi phái Y-sa-ca, chi phái A-se, chi phái Nép-tha-li, và chi phái Ma-na-se tại đất Ba-san.
And to the sons of Merari, by their families, twelve towns were given by the Lord's decision, out of the tribe of Reuben, and out of the tribe of Gad, and out of the tribe of Zebulun.|Con cháu Mê-ra-ri, tùy theo gia tộc họ, đều bắt thăm mà được mười hai thành, bởi trong chi phái Ru-bên, chi phái Gát và chi phái Sa-bu-lôn.
And the children of Israel gave to the Levites the towns with their outskirts.|Dân Y-sơ-ra-ên chia cấp cho người Lê-vi các thành ấy và địa hạt nó.
And they gave by the Lord's decision out of the tribe of the children of Judah, and out of the tribe of the children of Simeon, and out of the tribe of the children of Benjamin, these towns whose names are given.|Họ bắt thăm mà cho bởi trong chi phái Giu-đa, chi phái Si-mê-ôn, và chi phái Bên-gia-min, những thành đã kể ở trên.
And to the families of the sons of Kohath were given towns by the Lord's decision out of the tribe of Ephraim.|Trong người Kê-hát có mấy nhà đã được những thành bởi trong chi phái Ep-ra-im;
And they gave them the town to which men might go in flight and be safe, Shechem in the hill-country of Ephraim with its outskirts, and Gezer with its outskirts,|chúng được những thành ẩn náu, là Si-chem với địa hạt nó, tại trên núi Ep-ra-im, Ghê-xe với địa hạt nó,
And Jokmeam with its outskirts, and Beth-horon with its outskirts,|Giốc-mê-am với địa hạt nó, Bết-Hô-rôn với địa hạt nó,
And Aijalon with its outskirts, and Gath-rimmon with its outskirts;|A-gia-lôn với địa hạt nó, Gát-Rim-môn với địa hạt nó;
And out of the half-tribe of Manasseh, Aner with its outskirts, and Bileam with its outskirts, for the rest of the family of the sons of Kohath.|và bởi trong nửa chi phái Mê-na-se họ được A-ne với địa hạt nó, Bi-lê-am với địa hạt nó. Người ta chia cấp các thành ấy cho những người của dòng Kê-hát còn sót lại.
To the sons of Gershom were given, out of the family of the half-tribe of Manasseh, Golan in Bashan with its outskirts, and Ashtaroth with its outskirts;|Con cháu Ghẹt-sôn bởi họ hàng của nửa chi phái Mê-na-se, được Gô-lan ở đất Ba-san với địa hạt nó; Ach-ta-rốt với địa hạt nó;
And out of the tribe of Issachar, Kedesh with its outskirts, and Daberath with its outskirts,|bởi chi phái Y-sa-ca, họ được Kê-đe với địa hạt nó;
And Ramoth with its outskirts, and Anem with its outskirts;|Ra-mốt với địa hạt nó; A-nem với địa hạt nó;
And out of the tribe of Asher, Mashal with its outskirts, and Abdon with its outskirts,|bởi chi phái A-se, họ được Ma-sanh với địa hạt nó; Ap-đôn với địa hạt nó; Hu-cô với địa hạt nó;
And Hukok with its outskirts, and Rehob with its outskirts;|Rê-hốp với địa hạt nó;
And out of the tribe of Naphtali, Kedesh in Galilee with its outskirts, and Hammon with its outskirts, and Kiriathaim with its outskirts.|bởi chi phái Nép-ta-li, họ được Kê-đe trong Ga-li-lê, với địa hạt nó; Ham-môn với địa hạt nó; Ki-ria-ta-im với địa hạt nó.
To the rest of the Levites, the sons of Merari, were given, out of the tribe of Zebulun, Rimmono with its outskirts, Tabor with its outskirts;|Con cháu Mê-ra-ri còn sót lại bởi chi phái Sa-bu-lôn được Ri-mô-nô với địa hạt nó; Tha-bô với địa hạt nó;
And on the other side of Jordan, at Jericho, on the east side of Jordan, were given them, out of the tribe of Reuben, Bezer in the waste land with its outskirts, and Jahzah with its outskirts,|còn bên kia sông Giô-đanh về phía đông, đối ngang Giê-ri-cô, bởi chi phái Ru-bên, họ được Bết-se trong rừng với địa hạt nó; Gia-xa với địa hạt nó;
And Kedemoth with its outskirts, and Mephaath with its outskirts;|Kê-đê-mốt với địa hạt nó; Mê-phát với địa hạt nó;
And out of the tribe of Gad, Ramoth in Gilead with its outskirts, and Mahanaim with its outskirts,|bởi chi phái Gát, họ được Ra-mốt ở đất Ga-la-át, với địa hạt nó; Ma-ha-na-im với địa hạt nó;
And Heshbon with its outskirts, and Jazer with its outskirts.|Hết-bôn với địa hạt nó; Gia-ê-xe với địa hạt nó.

					I Chronicles 7				|
						I Sử Ký 7					
And of the sons of Issachar: Tola and Puah, Jashub and Shimron, four.|Con trai của Y-sa-ca là: Thô-la, Phu -a, Gia-súp, và Sim-rôn, bốn người.
And the sons of Tola: Uzzi and Rephaiah and Jeriel and Jahmai and Ibsam and Shemuel, heads of their families; they were men of war; in the record of their generations their number in the time of David was twenty-two thousand, six hundred.|Con trai của Thô-la là: U-xi, Rê-pha-gia, Giê-ri-ên, Giác-mai, Díp-sam, Sa-mu-ên, đều là trưởng trong tông tộc Thô-la, và làm người anh hùng, mạnh dạn trong dòng dõi họ; về đời Đa-vít, số con cái họ được hai vạn hai ngàn sáu trăm người.
And the sons of Uzzi; Izrahiah; and the sons of Izrahiah: Michael and Obadiah and Joel and Isshiah, five; all of them chiefs.|Con trai của U-xi là Dít-ra-hia; con trai của Dít-ra-hia là Mi-ca-ên, O-ba-đia, Giô-ên, và Di-si-gia, cả cha con năm người, đều là trưởng tộc
And with them, recorded in generations by their families, were bands of fighting-men, thirty-six thousand of them, for they had a great number of wives and sons.|với họ có những đội binh sẵn ra trận, cứ theo tông tộc và thế hệ của chúng, số được ba vạn sáu ngàn quân; bởi vì chúng có nhiều vợ và nhiều con.
And there were recorded among all the families of Issachar, great men of war, eighty-seven thousand.|Lại anh em chúng trong dòng Y-sa-ca, là những người anh hùng, mạnh dạn, theo gia phổ, số được tám vạn bảy ngàn tên.
The sons of Benjamin: Bela and Becher and Jediael, three.|Con trai của Bên-gia-min là Bê-la, Bê-ke, và Giê-đi -a-ên, ba người.
And the sons of Bela: Ezbon and Uzzi and Uzziel and Jerimoth and Iri, five; heads of their families, great men of war; there were twenty-two thousand and thirty-four of them recorded by their families.|con trai của Bê-la là Et-bôn, U-xi, U-xi-ên, Giê-ri-mốt, và Y-ri, năm người; thảy đều là trưởng tộc, người mạnh dạn; số con cháu họ, theo gia phổ, được hai vạn hai ngàn ba mươi bốn người.
And the sons of Becher: Zemirah and Joash and Eliezer and Elioenai and Omri and Jerimoth and Abijah and Anathoth and Alemeth. All these were the sons of Becher.|Con trai của Bê-ke là Xê-mi-ra, Giô-ách, Ê-li-ê-se, Ê-li-ô-ê-nai, Om-ri, Giê-rê-mốt, A-bi-gia, A-na-tốt, và A-lê-mết. Những kẻ ấy là con trai Bê-ke,
And they were recorded by their generations, heads of their families, great men of war, twenty thousand, two hundred.|họ đều là trưởng tộc, và người mạnh dạn; số con cháu họ, theo gia phổ của chúng, được hai vạn hai trăm người.
And the sons of Jediael: Bilhan; and the sons of Bilhan: Jeush and Benjamin and Ehud and Chenaanah and Zethan and Tarshish and Ahishahar.|Con trai của Giê-đi -a-ên là Binh-han; con trai của Binh-han là Giê-úc, Bên-gia-min, Ê-hút, Kê-na-na, Xê-than, Ta-rê-si, và A-hi-sa-ha.
All these were the sons of Jediael, by the heads of their families, seventeen thousand, two hundred men of war, able to go out with the army for war.|Những kẻ nầy là con trai của Giê-đi -a-ên, đều là trưởng tộc, vốn người mạnh dạn; trong con cái chúng kẻ được ra trận, số là một vạn bảy ngàn hai trăm người.
And Shuppim and Huppim. The sons of Dan, Hushim his son, one.|Lại có Súp-bim và Hốp-bim, con trai của Y-rơ; Hu-rim con trai của A-he.
The sons of Naphtali: Jahziel and Guni and Jezer and Shallum, the sons of Bilhah.|Con trai của Nép-ta-li là Gia-si-ên, Gu-ni, Gie-xe, và Sa-lum, đều là con của bà Bi-la.
The sons of Manasseh by his servant-wife, the Aramaean woman: she gave birth to Machir, the father of Gilead;|Con trai của Ma-na-se là Ach-ri-ên, mà hầu A-ram của người sanh; nàng cũng sanh Ma-ki, là tổ phụ của Ga-la-át.
(And Gilead took a wife, whose name was Maacah, and his sister's name was Hammoleketh;) and the name of his brother was Zelophehad, who was the father of daughters.|Ma-ki cưới em gái của Hốp-kim và Súp-bim, tên là Ma -a-ca mà làm vợ. Tên của con thứ là Xê-lô-phát; Xê-lô-phát sanh ra mấy con gái.
And Maacah, the wife of Gilead, gave birth to a son to whom she gave the name Peresh; and his brother was named Sheresh; and his sons were Ulam and Rakem.|Ma -a-ca, vợ của Ma-ki, sanh được một đứa con trai, đặt tên là Phê-rết; tên của người em là Sê-rết. Sê-rết sanh ra U-lam và Ra-kem.
And the son of Ulam: Bedan. These were the sons of Gilead, the son of Machir the son of Manasseh.|Con trai của U-lam và Bê-đan. Ay là con trai của Ga-la-át, cháu của Ma-ki, chắt của Ma-na-se.
And his sister Hammoleketh was the mother of Ishhod and Abiezer and Mahlah.|Em gái của Ga-la-át, là Ha-mô-lê-kết, anh Y-sốt, A-bi-ê-xe, và Mác-la.
And the sons of Shemida were Ahian and Shechem and Likhi and Aniam.|Con trai của Sê-mi-đa là A-hi-an, Sê-kem, Li-khi, và A-ni-am.
And the sons of Ephraim: Shuthelah and Bered his son, and Tahath his son, and Eleadah his son, and Tahath his son,|Con trai của Ep-ra-im là Su-tê-la; con trai của Su-tê-la là Bê-re, con trai của Bê-re là Ta-hát, con trai của Ta-hát là Ê-lê -a-đa, con trai của Ê-lê -a-đa là Ta-hát,
And Zabad his son, and Shuthelah his son, and Ezer and Elead, whom the men of Gath, who had been living in the land from their birth, put to death, because they came down to take away their cattle.|con trai của Ta-hát là Xa-bát, con trai của Xa-bát là Su-tê-la, Ê-xe, và Ê-lê-át; chúng nó bị người đất Gát giết, vì có xuống Gát đặng cướp súc vật của họ.
And for a long time Ephraim their father went on weeping for them, and his brothers came to give him comfort.|Ep-ra-im, cha chúng nó, để tang lâu ngày, và anh em người đều tới an ủi người.
After that, he had connection with his wife, and she became with child and gave birth to a son, to whom his father gave the name of Beriah, because trouble had come on his family.|Đoạn, người ăn ở cùng vợ mình, nàng có thai, sanh được một đứa trai, đặt tên là Bê-ri -a, vì nhà người đã bị tai họa.
And his daughter was Sheerah, the builder of Beth-horon the lower and the higher, and Uzzen-sheerah.|Con gái người là Sê-ê-ra; nàng xây Bết-Hô-rôn trên và dưới, cùng U-xên-Sê-ê-ra.
And Rephah was his son, and Resheph; his son was Telah, and his son was Tahan;|Lại người sanh Rê-pha; Rê-pha sanh Rê-sép và Tê-la; Tê-la sanh Ta-han;
Ladan was his son, Ammihud his son, Elishama his son,|Ta-han sanh La-ê-đan; La-ê-đan sanh Am-mi-hút; Am-mi-hút sanh Ê-li-sa-ma;
Nun his son, Joshua his son.|Ê-li-sa-ma sanh Nun; và Nun sanh Giô-suê.
Their heritage and their living-places were Beth-el and its daughter-towns, and Naaran to the east, and Gezer to the west, with its daughter-towns, as well as Shechem and its daughter-towns as far as Azzah and its daughter-towns;|Sản nghiệp và nơi ở của chúng là Bê-tên và các hương thôn nó; về phía đông là Na -a-ran, và về phía tây là Ghe-xe với các hương thôn nó.
And by the limits of the children of Manasseh, Beth-shean and its daughter-towns, Taanach, Megiddo, and Dor, with their daughter-towns. In these the children of Joseph, the son of Israel, were living.|Gần bờ cõi chi phái Ma-na-se có Bết-Sê-an và các hương thôn nó, Mê-ghi-đô và các hương thôn nó. Đô-rơ và các hương thôn nó. Con cháu Giô-sép, con trai Y-sơ-ra-ên, đều ở tại những chỗ ấy.
The sons of Asher: Imnah and Ishvah and Ishvi and Beriah and Serah, their sister.|Con trai của A-se là Dim-na, Dích-và, Dích-vi, Bê-ri -a và Sê-ra, là em gái chúng nó.
And the sons of Beriah: Heber and Malchiel, who was the father of Birzaith.|Con trai của Bê-ri -a là Hê-be và Manh-ki-ên; Manh-ki-ên là tổ phụ của Biếc-xa-vít.
And Heber was the father of Japhlet and Shomer and Hotham and Shua, their sister.|Hê-be sanh Giáp-phơ-lết, Sô-mê, Hô-tham, và Su -a, là em gái của chúng nó.
And the sons of Japhlet: Pasach and Bimhal and Ashvath. These are the sons of Japhlet.|Con trai của Giát-phơ-lết là Pha-sác, Bim-hanh, và A-vát. Đó là những con trai của Giáp-phơ-lết.
And the sons of Shomer: Ahi and Rohgah, Jehubbah and Aram.|Con trai của Sê-me là A-hi, Rô-hê-ga, Hu-ba, và A-ram.
And the sons of Hotham, his brother: Zophah and Imna and Shelesh and Amal.|Con trai của Hê-lem, anh em Sê-me, là Xô-pha, Dim-na, Sê-lết, và A-manh.
The sons of Zophah: Suah and Harnepher and Shual and Beri and Imrah,|Con trai của Xô-pha là Su -a, Hạt-nê-phê, Su-anh, Bê-ri, Dim-ra,
Bezer and Hod and Shamma and Shilshah and Ithran and Beera.|Bết-se, Hốt, Sa-ma, Sinh-sa, Dít-ran, và Bê-ê-ra.
And the sons of Jether: Jephunneh and Pispah and Ara.|Con trai của Giê-the là Giê-phu-nê, Phít-ba, và A-ra.
And the sons of Ulla: Arah and Hanniel and Rizia.|Con trai của U-la là A-ra, Ha-ni-ên, và Ri-xi -a.
All these were the children of Asher, heads of their families, specially strong men of war, chiefs of the rulers. They were recorded in the army for war, twenty-six thousand men in number.|Những kẻ ấy đều là con cái của A-se, làm trưởng tộc, vốn là tinh binh và mạnh dạn, đứng đầu các quan tướng. Các người trong chúng hay chinh chiến, theo gia phổ, số được hai vạn sáu ngàn tên.

					I Chronicles 8				|
						I Sử Ký 8					
And Benjamin was the father of Bela his oldest son, Ashbel the second, and Aharah the third,|Bên-gia-min sanh Bê-la, con trưởng nam, thứ nhì là Ach-bên, thứ ba là Ac-ra,
Nohah the fourth, and Rapha the fifth.|thứ tư là Nô-ha, và thứ năm là Ra-pha.
And Bela had sons, Addar and Gera, the father of Ehud,|Con trai của Bê-la là At-đa, Ghê-ra, A-bi-hút,
And Abishua and Naaman and Ahoah|A-bi-sua, Na -a-man, A-hoa,
And Gera and Shephuphan and Huram.|Ghê-ra, Sê-phu-phan, và Hu-ram.
And these are the sons of Ehud, heads of families of those living in Geba: Iglaam and Alemeth|Đây là các con trai của Ê-hút; những người ấy đều làm trưởng tộc của dân Ghê-ba; dân ấy bị bắt làm phu tù dẫn đến đất Ma-na-hát;
And Naaman and Ahijah and Gera; and Iglaam was the father of Uzza and Ahihud.|Na -a-man, A-hi-gia, và Ghê-ra, đều bị bắt làm phu tù, và người sanh ra U-xa và A-hi-hút.
And Shaharaim became the father of children in the country of the Moabites after driving out Hushim and Beerah his wives;|Sa-ha-ra-im sanh con ở trong xứ Mô-áp, sau khi để Hu-sim và Ba-ra, hai vợ người.
And by Hodesh his wife he became the father of Jobab and Zibia and Mesha and Malcam.|Bởi Hô-đe, vợ người, thì sanh được Giô-báp, Xi-bia, Mê-sa, Manh-cam,
And Jeuz and Shachia and Mirmah. These were his sons, heads of families.|Giê-út, Sô-kia, và Mịt-ma. Những người nầy là con trai của người và đều làm trưởng tộc.
And Hushim became the father of Abitub and Elpaal.|Bởi bà Hu-sim, người sanh A-bi-túp và En-ba-anh.
And the sons of Elpaal: Eber and Misham and Shemed (he was the builder of Ono and Lod and their daughter-towns);|Con trai của En-ba-anh là Ê-be, Mi-sê-am, và Sê-mết; người ấy xây thành Ô-nô, và Lót và các hương thôn nó;
And Beriah and Shema, who were heads of the families of those who were living in Aijalon, who put to flight the people living in Gath;|lại sanh Bê-ri -a và Sê-ma; hai người làm trưởng tộc của dân cư A-gia-lôn, và đã đuổi dân thành Gát.
And their brothers Shashak and Jeremoth.|Con trai của Bê-ria là A-hi-ô, Sa-sác,
And Zebadiah and Arad and Eder|Giê-rê-mốt, Xê-ba-đia, A-rát, E-đe,
And Michael and Ishpah and Joha, the sons of Beriah;|Mi-ca-ên, Dít-pha, và Giô-ha.
And Zebadiah and Meshullam and Hizki and Heber|Con trai của En-ba-anh là Xê-ba-đia, Mê-su-lam, Hi-ki, Hê-be,
And Ishmerai and Izliah and Jobab, the sons of Elpaal;|Gít-mê-rai, Gít-lia, và Giô-báp.
And Jakim and Zichri and Zabdi|Con trai của Si-mê -i là Gia-kim, Xiếc-ri, Xáp-đi,
And Elienai and Zillethai and Eliel|Ê-li-ê-nai, Xi-lê-tai, Ê-li-ên,
And Adaiah and Beraiah and Shimrath, the sons of Shimei;|A-đa-gia, Bê-ra-gia, và Sim-rát.
And Ishpan and Eber and Eliel|Con trai của Sa-sác là Gít-ban, Ê-be, Ê-li-ên,
And Abdon and Zichri and Hanan|Ap-đôn, Xiếc-ri, Ha-nan,
And Hananiah and Elam and Anathothijah|Ha-na-nia, Ê-lam, An-tô-ti-gia,
And Iphdeiah and Penuel, the sons of Shashak;|Gíp-đê-gia, và Phê-nu-ên.
And Shamsherai and Shehariah and Athaliah|Con trai của Giê-rô-ham là Sam-sê-rai, Sê-ha-ria, A-ta-lia,
And Jaareshiah and Elijah and Zichri, the sons of Jeremoth.|Gia-rê-sia, Ê-li-gia, và Xiếc-ri.
These were heads of families in their generations; chief men: these were living in Jerusalem.|Những kẻ ấy làm trưởng tộc, đứng đầu trong dòng dõi của họ, và ở tại thành Giê-ru-sa-lem.
And in Gibeon was living the father of Gibeon, Jeiel, whose wife's name was Maacah;|tổ phụ của Ba-ba-ôn ở tại Ga-ba-ôn; tên vợ người là Ma -a-ca.
And his oldest son Abdon, and Zur and Kish and Baal and Ner and Nadab|Con trưởng nam người là Ap-đôn; lại có sanh Xu-rơ, Kích, Ba-anh, Na-đáp,
And Gedor and Ahio and Zechariah and Mikloth.|Ghê-đôn, A-hi-ô, và Xê-ke.
And Mikloth was the father of Shimeah. And they were living with their brothers in Jerusalem opposite their brothers.|Mích-lô sanh Si-mê -a; chúng cũng đồng ở cùng anh em mình tại Giê-ru-sa-lem đối mặt nhau.
And Ner was the father of Abner, and Kish was the father of Saul, and Saul was the father of Jonathan and Malchi-shua and Abinadab and Eshbaal.|Nê-rơ sanh Kích; Kích sanh Sau-lơ; Sau-lơ sanh Giô-na-than, Manh-ki-sua, A-bi-na-đáp, và Ech-ba-anh.
And the son of Jonathan was Merib-baal; and Merib-baal was the father of Micah.|Con trai của Giô-na-than là Mê-ri-Ba-anh; Mê-ri-Ba-anh sanh Mi-ca.
And the sons of Micah: Pithon and Melech and Tarea and Ahaz.|Con trai của Mi-ca là Phi-thôn, Mê-léc, Ta-rê -a, và A-cha.
And Ahaz was the father of Jehoaddah; and Jehoaddah was the father of Alemeth and Azmaveth and Zimri; and Zimri was the father of Moza;|A-cha sanh Giê-hô -a-đa; Giê-hô -a-đa sanh A-lê-mết, At-ma-vết, và Xim-ri; Xim-ri sanh Một-sa;
And Moza was the father of Binea: Raphah was his son, Eleasah his son, Azel his son;|Một-sa sanh Bi-nê -a; con trai của Bi-nê -a là Ra-pha; Ra-pha sanh Ê-lê -a-sa, Ê-lê -a-sa sanh A-xên.
And Azel had five sons, whose names are: Azrikam, his oldest, and Ishmael and Sheariah and Obadiah and Hanan. All these were the sons of Azel.|A-xên có sáu con trai, tên là A-ri-kham, Bốc-cu, Ích-ma-ên, Sê -a-ria, Ô-ba-đia, và Ha-nan. hết thảy những người ấy đều là con trai của A-xên.
And the sons of Eshek his brother: Ulam his oldest son, Jeush the second, and Eliphelet the third.|con trai Ê-sết, anh em của A-xên, là U-lam, con trưởng nam, Giê-úc thứ nhì, và thứ ba là Ê-li-phê-lết.
And the sons of Ulam were men of war, bowmen, and had a great number of sons and sons' sons, a hundred and fifty. All these were the sons of Benjamin.|Con trai của U-lam đều là anh hùng, mạnh dạn, có tài bắn giỏi; chúng có con và cháu rất đông, số là một trăm năm mươi người. hết thảy người nầy đều là con cháu của Bên-gia-min.

					I Chronicles 9				|
						I Sử Ký 9					
So all Israel was listed by their families; and, truly, they are recorded in the book of the kings of Israel. And Judah was taken away as prisoners to Babylon because of their sin.|Ay vậy, cả dân Y-sơ-ra-ên được biên vào sổ theo các gia phổ; kìa đã ghi chép vào sách ký lược của các vua Y-sơ-ra-ên. Dân Giu-đa, tại tội lỗi họ, bị bắt đem qua nước Ba-by-lôn.
Now the first to take up their heritage in their towns were: Israel, the priests, the Levites, and the Nethinim.|Sau khi từ Ba-by-lôn trở về, các người ở đầu tiên trong địa nghiệp và trong các thành ấp của chúng, là người Y-sơ-ra-ên, thầy tế lễ, người Lê-vi, và người Nê-thi-nim.
And in Jerusalem there were living some of the sons of Judah, and of Benjamin, and of Ephraim and Manasseh;|Ở tại thành Giê-ru-sa-lem, có người Giu-đa, người Bên-gia-min, người Ep-ra-im, và người Mê-na-se.
Uthai, the son of Ammihud, the son of Omri, the son of Imri, the son of Bani, of the sons of Perez, the son of Judah.|Về dòng Phê-lết, là con của Giu-đa, có U-thai, con trai của A-mi-hút, A-mi-hút con trai của Om-ri, Om-ri con trai của Im-ri, và Im-ri con trai của Ba-ni.
And of the Shilonites: Asaiah the oldest, and his sons.|Bởi người Si-lô-ni có A-sai-gia con trưởng nam, và các con trai của người.
And of the sons of Zerah: Jeuel, and their brothers, six hundred and ninety.|Bởi con cái Xê-rách, có Giê -u-ên và anh em người, là sáu trăm chín mươi người.
And of the sons of Benjamin: Sallu, the son of Meshullam, Judah, the son of Hassenuah,|Về dòng Bên-gia-min, có Sa-lu, con trai của Mê-su-lam; Mê-su-lam, con trai của Hô-đa-via; Hô-đa-via, con trai của A-sê-nu -a;
And Ibneiah, the son of Jeroham, and Elah, the son of Uzzi, the son of Michri, and Meshullam, the son of Shephatiah, the son of Reuel, the son of Ibnijah;|lại có Gíp-nê-gia, con trai của Giê-rô-ham, Ê-la con trai của U-xi; U-xi là con trai của Mi-cơ-ri và Mê-su-lam, con trai của Sê-pha-tia; Sê-pha-tia là con trai của Rê -u-ên; Rê -u-ên con trai của Gíp-nê-gia,
And their brothers, in the list of their generations, nine hundred and fifty-six. All these men were heads of families, listed by the names of their fathers.|và anh em chúng kể theo thế hệ thì được chín trăm năm mươi sáu người. Những người ấy đều làm trưởng tộc.
And of the priests: Jedaiah and Jehoiarib and Jachin|Trong những thầy tế lễ có Giê-đai-gia, Giê-hô-gia-ríp, Gia-kin,
And Azariah, the son of Hilkiah, the son of Meshullam, the son of Zadok, the son of Meraioth, the son of Ahitub, the ruler of the house of God;|và A-xa-ria, con trai của Hinh-kia; Hinh-kia con trai của Mê-su-lam; Mê-su-lam con trai của Xa-đốc; Xa-đốc con trai của Mê-ra-giốt; Mê-ra-giốt, con trai của A-hi-túp, là kẻ cai quản đền của Đức Chúa Trời;
And Adaiah, the son of Jeroham, the son of Pashhur, the son of Malchijah, and Maasai, the son of Adiel, the son of Jahzerah, the son of Meshullam, the son of Meshillemith, the son of Immer;|lại có A-đa-gia, con trai của Giê-rô-ham; Giê-rô-ham, con trai của Pha-sua; Pha-sua, con trai của Manh-ki-gia; Manh-ki-gia, con trai của Ma-ê-sai; Ma-ê-sai, con trai của A-đi-ên; A-đi-ên, con trai của Gia-xê-ra; Gia-xê-ra, con trai của Mê-su-lam; Mê-su-lam, con trai của Mê-si-lê-mít; Mê-si-lê-mít, con trai của Y-mê;
And their brothers, heads of their families, a thousand and seven hundred and sixty: able men, doing the work of the house of God.|và anh em của chúng, số là một ngàn bảy trăm sáu mươi người, đều làm trưởng tộc, có tài hầu việc trong đền của Đức Chúa Trời.
And of the Levites: Shemaiah, the son of Hasshub, the son of Azrikam, the son of Hashabiah, of the sons of Merari;|Trong người Lê-vi có Sê-ma-gia, con trai của Ha-súp, cháu của A-ri-kham, chắt của Ha-sa-bia; thảy đều thuộc về dòng Mê-ra-ri;
And Bakbakkar, Heresh, and Galal, and Mattaniah, the son of Mica, the son of Zichri, the son of Asaph;|lại có Bác-ba-cát, Hê-re, Ga-la, Ma-tha-nia, đều là con trai của Mi-ca, cháu của Xiếc-ri, chắt của A-sáp;
And Obadiah, the son of Shemaiah, the son of Galal, the son of Jeduthun, and Berechiah, the son of Asa, the son of Elkanah, who were living in the small towns of the Netophathites.|Ô-ba-đia, con trai của Sê-ma-gia, cháu của Ga-la, chắt của Giê-đu-thum; Bê-rê-kia, con trai của A-sa, cháu của En-ca-na, là người ở trong làng dân Nê-tô-pha-tít.
And the door-keepers: Shallum and Akkub and Talmon and Ahiman and their brothers: Shallum was the chief.|Những kẻ canh cửa, là Sa-lum, A-cúp, Tanh-môn, A-hi-man, và anh em của chúng; Sa-lum làm đầu.
Up till then they had been at the king's door to the east. They were door-keepers for the tents of the sons of Levi.|Cho đến bây giờ họ canh cửa đông của vua; còn xưa tổ tiên họ đều giữ cửa trại người Lê-vi.
And Shallum, the son of Kore, the son of Ebiasaph, the son of Korah, and his brothers, of his family, the Korahites, were responsible for everything which had to be done in connection with the order of worship, keepers of the doors of the Tent; their fathers had had the care of the tents of the Lord, being keepers of the doorway.|Sa-lum con trai Cô-rê, cháu của Ê-bi -a-sáp, chắt của Cô-ra, và anh em tông tộc mình; ấy là dân Cô-rê lo coi sóc sự phục dịch, và canh giữ các cửa đền tạm; xưa tổ phụ chúng cai quản trại của Đức Giê-hô-va, và giữ cửa tại.
In the past Phinehas, the son of Eleazar, had been ruler over them; may the Lord be with him!|Xưa Phi-nê -a, con trai Ê-lê -a-sa, làm quan cai chúng, và Đức Giê-hô-va ở với người.
Zechariah, the son of Meshelemiah, was keeper of the door of the Tent of meeting.|Xa-cha-ri, con trai Mê-sê-lê-mia, là kẻ giữ cửa hội mạc.
There were two hundred and twelve whose business it was to keep the doorway. These were listed by families in the country places where they were living, whom David and Samuel the seer put in their responsible positions.|Những kẻ nầy đã được lựa chọn hầu canh giữ các cửa, số được hai trăm mười hai người. Người ta chép gia phổ họ theo các hương họ; vua Đa-vít và Sa-mu-ên, là đấng tiên kiến, đã lập mấy người ấy trong chức của họ.
So they and their sons had the care of the doors of the house of the Lord, the house of the Tent, as watchers.|Ay vậy, chúng và con cháu của chúng, đều theo ban thứ, mà coi giữ các cửa đền của Đức Giê-hô-va, tức là đền tạm.
There were keepers of the doors on the four sides, to the east, west, north, and south.|Các kẻ giữ cửa đặt ở bốn phía đền về đông, tây, nam, và bắc.
And their brothers, in the country places where they were living, were to come in every seven days to be with them from time to time.|Các anh em chúng ở trong các làng mình phải đến từng tuần, theo phiên thứ, mà giúp đỡ.
For the four chief door-keepers, who were Levites, had a special position, looking after the rooms and the store-houses of the house of God.|Còn bốn người Lê-vi làm trưởng những người canh cửa, hằng giữ chức mình, và coi sóc các phòng và khung thành trong đền của Đức Chúa Trời.
Their sleeping-rooms were round the house of God, for they had the care of it, and were responsible for opening it morning by morning.|Ban đêm chúng ở xung quanh đền của Đức Chúa Trời canh giữ nó; đến mỗi buổi sáng sớm chúng lại lo mở cửa ra.
Certain of them had the care of the vessels used in worship, to keep an account of them when they came in and when they were taken out again.|Trong bọn chúng cũng có mấy người được chức giữ đồ khí dụng, vì các đồ ấy đem ra đem vô y theo số.
And some of them were responsible for the holy things and for the vessels of the holy place, and the meal and the wine and the oil and the perfume and the spices.|Lại có kẻ khác được cắt coi sóc đồ đạc và các khí dụng tại nơi thánh, cùng lo giữ bột miến, rượu, dầu, nhũ hương, và các thuốc thơm.
And some of the sons of the priests were responsible for crushing the spices.|Có mấy kẻ trong bọn con trai những thầy tế lễ chế các thứ hương hoa.
And Mattithiah, one of the Levites, the oldest son of Shallum the Korahite, was responsible for cooking the flat cakes.|Còn Ma-ti-thia, người Lê-vi, con trưởng nam của Sa-lum, thuộc về dòng Cô-rê, coi sóc việc làm bánh rán trong chảo.
And some of their brothers, sons of the Kohathites, were responsible for the holy bread which was put in order before the Lord, to get it ready every Sabbath.|Mấy kẻ trong vòng anh em chúng về dòng Kê-hát, được chức coi về việc làm bánh trần thiết, hễ đến ngày sa-bát thì phải sắm cho sẵn.
